sourceName,region,system,side,signal,detail,triangles
Ulnar collateral ligament of wrist joint.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,10
Ulnar collateral ligament of wrist joint.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,10
Ulnar collateral ligament.l,elbow-wrist,articular,l,hierarchy,Elbow joint,12
Ulnar collateral ligament.r,elbow-wrist,articular,r,hierarchy,Elbow joint,12
Ulnocapitate ligament.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,10
Ulnocapitate ligament.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,10
Ulnolunate ligament.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,8
Ulnolunate ligament.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,8
Ulnopisiform ligament,elbow-wrist,articular,,hierarchy,Radiocarpal joint,2
Ulnopisiform ligament.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,2
Ulnotriquetral ligament.l,elbow-wrist,articular,l,hierarchy,Radiocarpal joint,4
Ulnotriquetral ligament.r,elbow-wrist,articular,r,hierarchy,Radiocarpal joint,4
Abductor digiti minimi of hand.el,elbow-wrist,insertion,l,parent,Abductor digiti minimi of hand.l,66
Abductor digiti minimi of hand.er,elbow-wrist,insertion,r,parent,Abductor digiti minimi of hand.r,66
Abductor digiti minimi of hand.ol,elbow-wrist,insertion,l,parent,Abductor digiti minimi of hand.l,48
Abductor digiti minimi of hand.or,elbow-wrist,insertion,r,parent,Abductor digiti minimi of hand.r,48
Abductor pollicis longus.el,elbow-wrist,insertion,l,parent,Abductor pollicis longus.l,14
Abductor pollicis longus.er,elbow-wrist,insertion,r,parent,Abductor pollicis longus.r,14
Abductor pollicis longus.ol,elbow-wrist,insertion,l,parent,Abductor pollicis longus.l,110
Abductor pollicis longus.or,elbow-wrist,insertion,r,parent,Abductor pollicis longus.r,110
Adductor pollicis.e1l,elbow-wrist,insertion,l,centroid,z=0.807 |x|=0.309 y=-0.046,18
Adductor pollicis.e1r,elbow-wrist,insertion,r,centroid,z=0.807 |x|=0.309 y=-0.046,18
Adductor pollicis.el,elbow-wrist,insertion,l,centroid,z=0.845 |x|=0.266 y=-0.025,30
Adductor pollicis.er,elbow-wrist,insertion,r,centroid,z=0.845 |x|=0.266 y=-0.025,30
Anconeus muscle.el,elbow-wrist,insertion,l,parent,Anconeus muscle.l,24
Anconeus muscle.er,elbow-wrist,insertion,r,parent,Anconeus muscle.r,24
Anconeus muscle.ol,elbow-wrist,insertion,l,parent,Anconeus muscle.l,31
Anconeus muscle.or,elbow-wrist,insertion,r,parent,Anconeus muscle.r,31
Biceps brachii muscle.el,elbow-wrist,insertion,l,centroid,z=1.062 |x|=0.234 y=+0.020,25
Biceps brachii muscle.er,elbow-wrist,insertion,r,centroid,z=1.062 |x|=0.234 y=+0.020,25
Brachialis muscle.el,elbow-wrist,insertion,l,parent,Brachialis muscle.l,67
Brachialis muscle.er,elbow-wrist,insertion,r,parent,Brachialis muscle.r,67
Brachialis muscle.ol,elbow-wrist,insertion,l,parent,Brachialis muscle.l,192
Brachialis muscle.or,elbow-wrist,insertion,r,parent,Brachialis muscle.r,192
Brachioradialis muscle.el,elbow-wrist,insertion,l,parent,Brachioradialis muscle.l,32
Brachioradialis muscle.er,elbow-wrist,insertion,r,parent,Brachioradialis muscle.r,32
Brachioradialis muscle.ol,elbow-wrist,insertion,l,parent,Brachioradialis muscle.l,30
Brachioradialis muscle.or,elbow-wrist,insertion,r,parent,Brachioradialis muscle.r,30
Common extensor tendon.ol,elbow-wrist,insertion,l,centroid,z=1.112 |x|=0.247 y=+0.044,40
Common extensor tendon.or,elbow-wrist,insertion,r,centroid,z=1.112 |x|=0.247 y=+0.044,40
Common flexor tendon.ol,elbow-wrist,insertion,l,centroid,z=1.106 |x|=0.191 y=+0.032,44
Common flexor tendon.or,elbow-wrist,insertion,r,centroid,z=1.106 |x|=0.191 y=+0.032,44
Deep head of flexor pollicis brevis.o1l,elbow-wrist,insertion,l,parent,Deep head of flexor pollicis brevis.l,31
Deep head of flexor pollicis brevis.o1r,elbow-wrist,insertion,r,parent,Deep head of flexor pollicis brevis.r,31
Deep head of flexor pollicis brevis.ol,elbow-wrist,insertion,l,parent,Deep head of flexor pollicis brevis.l,64
Deep head of flexor pollicis brevis.or,elbow-wrist,insertion,r,parent,Deep head of flexor pollicis brevis.r,64
Dorsal interossei muscles of hand.o1l,elbow-wrist,insertion,l,parent,Dorsal interossei muscles of hand.l,63
Dorsal interossei muscles of hand.o1r,elbow-wrist,insertion,r,parent,Dorsal interossei muscles of hand.r,63
Dorsal interossei muscles of hand.o2l,elbow-wrist,insertion,l,parent,Dorsal interossei muscles of hand.l,53
Dorsal interossei muscles of hand.o2r,elbow-wrist,insertion,r,parent,Dorsal interossei muscles of hand.r,53
Dorsal interossei muscles of hand.o3l,elbow-wrist,insertion,l,parent,Dorsal interossei muscles of hand.l,51
Dorsal interossei muscles of hand.o3r,elbow-wrist,insertion,r,parent,Dorsal interossei muscles of hand.r,51
Dorsal interossei muscles of hand.o4l,elbow-wrist,insertion,l,parent,Dorsal interossei muscles of hand.l,18
Dorsal interossei muscles of hand.o4r,elbow-wrist,insertion,r,parent,Dorsal interossei muscles of hand.r,18
Dorsal interossei muscles of hand.ol,elbow-wrist,insertion,l,parent,Dorsal interossei muscles of hand.l,20
Dorsal interossei muscles of hand.or,elbow-wrist,insertion,r,parent,Dorsal interossei muscles of hand.r,20
Extensor carpi radialis brevis.el,elbow-wrist,insertion,l,parent,Extensor carpi radialis brevis.l,13
Extensor carpi radialis brevis.er,elbow-wrist,insertion,r,parent,Extensor carpi radialis brevis.r,13
Extensor carpi radialis longus.el,elbow-wrist,insertion,l,parent,Extensor carpi radialis longus.l,13
Extensor carpi radialis longus.er,elbow-wrist,insertion,r,parent,Extensor carpi radialis longus.r,13
Extensor carpi radialis longus.ol,elbow-wrist,insertion,l,parent,Extensor carpi radialis longus.l,63
Extensor carpi radialis longus.or,elbow-wrist,insertion,r,parent,Extensor carpi radialis longus.r,63
Extensor carpi ulnaris.el,elbow-wrist,insertion,l,centroid,z=0.846 |x|=0.243 y=-0.016,5
Extensor carpi ulnaris.er,elbow-wrist,insertion,r,centroid,z=0.846 |x|=0.243 y=-0.016,5
Extensor carpi ulnaris.ol,elbow-wrist,insertion,l,centroid,z=0.969 |x|=0.230 y=+0.022,9
Extensor carpi ulnaris.or,elbow-wrist,insertion,r,centroid,z=0.969 |x|=0.230 y=+0.022,9
Extensor digitorum.e1l,elbow-wrist,insertion,l,parent,Extensor digitorum.l,14
Extensor digitorum.e1r,elbow-wrist,insertion,r,parent,Extensor digitorum.r,14
Extensor digitorum.e2l,elbow-wrist,insertion,l,parent,Extensor digitorum.l,23
Extensor digitorum.e2r,elbow-wrist,insertion,r,parent,Extensor digitorum.r,23
Extensor digitorum.e3l,elbow-wrist,insertion,l,parent,Extensor digitorum.l,17
Extensor digitorum.e3r,elbow-wrist,insertion,r,parent,Extensor digitorum.r,17
Extensor digitorum.e4l,elbow-wrist,insertion,l,parent,Extensor digitorum.l,8
Extensor digitorum.e4r,elbow-wrist,insertion,r,parent,Extensor digitorum.r,8
Extensor digitorum.e5l,elbow-wrist,insertion,l,parent,Extensor digitorum.l,11
Extensor digitorum.e5r,elbow-wrist,insertion,r,parent,Extensor digitorum.r,11
Extensor digitorum.e6l,elbow-wrist,insertion,l,parent,Extensor digitorum.l,6
Extensor digitorum.e6r,elbow-wrist,insertion,r,parent,Extensor digitorum.r,6
Extensor digitorum.e7l,elbow-wrist,insertion,l,parent,Extensor digitorum.l,16
Extensor digitorum.e7r,elbow-wrist,insertion,r,parent,Extensor digitorum.r,16
Extensor digitorum.el,elbow-wrist,insertion,l,parent,Extensor digitorum.l,18
Extensor digitorum.er,elbow-wrist,insertion,r,parent,Extensor digitorum.r,18
Extensor indicis.el,elbow-wrist,insertion,l,parent,Extensor indicis.l,12
Extensor indicis.er,elbow-wrist,insertion,r,parent,Extensor indicis.r,12
Extensor indicis.ol,elbow-wrist,insertion,l,parent,Extensor indicis.l,45
Extensor indicis.or,elbow-wrist,insertion,r,parent,Extensor indicis.r,45
Extensor pollicis brevis.el,elbow-wrist,insertion,l,parent,Extensor pollicis brevis.l,14
Extensor pollicis brevis.er,elbow-wrist,insertion,r,parent,Extensor pollicis brevis.r,14
Extensor pollicis brevis.ol,elbow-wrist,insertion,l,parent,Extensor pollicis brevis.l,53
Extensor pollicis brevis.or,elbow-wrist,insertion,r,parent,Extensor pollicis brevis.r,53
Extensor pollicis longus.el,elbow-wrist,insertion,l,parent,Extensor pollicis longus.l,13
Extensor pollicis longus.er,elbow-wrist,insertion,r,parent,Extensor pollicis longus.r,13
Extensor pollicis longus.ol,elbow-wrist,insertion,l,parent,Extensor pollicis longus.l,64
Extensor pollicis longus.or,elbow-wrist,insertion,r,parent,Extensor pollicis longus.r,64
Flexor carpi ulnaris.el,elbow-wrist,insertion,l,centroid,z=0.849 |x|=0.244 y=-0.033,56
Flexor carpi ulnaris.er,elbow-wrist,insertion,r,centroid,z=0.849 |x|=0.244 y=-0.033,56
Flexor digiti minimi of hand.el,elbow-wrist,insertion,l,parent,Flexor digiti minimi of hand.l,62
Flexor digiti minimi of hand.er,elbow-wrist,insertion,r,parent,Flexor digiti minimi of hand.r,62
Flexor digiti minimi of hand.ol,elbow-wrist,insertion,l,parent,Flexor digiti minimi of hand.l,12
Flexor digiti minimi of hand.or,elbow-wrist,insertion,r,parent,Flexor digiti minimi of hand.r,12
Flexor digitorum profundus.e1l,elbow-wrist,insertion,l,parent,Flexor digitorum profundus.l,11
Flexor digitorum profundus.e1r,elbow-wrist,insertion,r,parent,Flexor digitorum profundus.r,11
Flexor digitorum profundus.e2l,elbow-wrist,insertion,l,parent,Flexor digitorum profundus.l,7
Flexor digitorum profundus.e2r,elbow-wrist,insertion,r,parent,Flexor digitorum profundus.r,7
Flexor digitorum profundus.e3l,elbow-wrist,insertion,l,parent,Flexor digitorum profundus.l,13
Flexor digitorum profundus.e3r,elbow-wrist,insertion,r,parent,Flexor digitorum profundus.r,13
Flexor digitorum profundus.el,elbow-wrist,insertion,l,parent,Flexor digitorum profundus.l,7
Flexor digitorum profundus.er,elbow-wrist,insertion,r,parent,Flexor digitorum profundus.r,7
Flexor digitorum superficialis.e1l,elbow-wrist,insertion,l,centroid,z=0.736 |x|=0.257 y=-0.065,24
Flexor digitorum superficialis.e1r,elbow-wrist,insertion,r,centroid,z=0.736 |x|=0.257 y=-0.065,24
Flexor digitorum superficialis.e2l,elbow-wrist,insertion,l,centroid,z=0.729 |x|=0.282 y=-0.067,25
Flexor digitorum superficialis.e2r,elbow-wrist,insertion,r,centroid,z=0.729 |x|=0.282 y=-0.067,25
Flexor digitorum superficialis.e3l,elbow-wrist,insertion,l,centroid,z=0.732 |x|=0.311 y=-0.060,25
Flexor digitorum superficialis.e3r,elbow-wrist,insertion,r,centroid,z=0.732 |x|=0.311 y=-0.060,25
Flexor digitorum superficialis.el,elbow-wrist,insertion,l,centroid,z=0.748 |x|=0.233 y=-0.063,24
Flexor digitorum superficialis.er,elbow-wrist,insertion,r,centroid,z=0.748 |x|=0.233 y=-0.063,24
Flexor digitorum superficialis.ol,elbow-wrist,insertion,l,centroid,z=1.029 |x|=0.246 y=+0.016,41
Flexor digitorum superficialis.or,elbow-wrist,insertion,r,centroid,z=1.029 |x|=0.246 y=+0.016,41
Flexor pollicis longus.el,elbow-wrist,insertion,l,parent,Flexor pollicis longus.l,6
Flexor pollicis longus.er,elbow-wrist,insertion,r,parent,Flexor pollicis longus.r,6
Flexor pollicis longus.o1l,elbow-wrist,insertion,l,parent,Flexor pollicis longus.l,125
Flexor pollicis longus.o1r,elbow-wrist,insertion,r,parent,Flexor pollicis longus.r,125
Flexor pollicis longus.ol,elbow-wrist,insertion,l,parent,Flexor pollicis longus.l,12
Flexor pollicis longus.or,elbow-wrist,insertion,r,parent,Flexor pollicis longus.r,12
Lateral head of triceps brachii.ol,elbow-wrist,insertion,l,parent,Lateral head of triceps brachii.l,72
Lateral head of triceps brachii.or,elbow-wrist,insertion,r,parent,Lateral head of triceps brachii.r,72
Long head of biceps brachii.ol,elbow-wrist,insertion,l,parent,Long head of biceps brachii.l,80
Long head of biceps brachii.or,elbow-wrist,insertion,r,parent,Long head of biceps brachii.r,80
Long head of triceps brachii.ol,elbow-wrist,insertion,l,parent,Long head of triceps brachii.l,105
Long head of triceps brachii.or,elbow-wrist,insertion,r,parent,Long head of triceps brachii.r,105
Medial head of triceps brachii.ol,elbow-wrist,insertion,l,parent,Medial head of triceps brachii.l,97
Medial head of triceps brachii.or,elbow-wrist,insertion,r,parent,Medial head of triceps brachii.r,97
Opponens digiti minimi muscle of hand.ol,elbow-wrist,insertion,l,parent,Opponens digiti minimi muscle of hand.l,16
Opponens digiti minimi muscle of hand.or,elbow-wrist,insertion,r,parent,Opponens digiti minimi muscle of hand.r,16
Pronator quadratus.el,elbow-wrist,insertion,l,parent,Pronator quadratus.l,39
Pronator quadratus.ol,elbow-wrist,insertion,l,parent,Pronator quadratus.l,13
Pronator teres.el,elbow-wrist,insertion,l,centroid,z=0.993 |x|=0.262 y=+0.016,16
Pronator teres.er,elbow-wrist,insertion,r,centroid,z=0.993 |x|=0.262 y=+0.016,16
Pronator teres.ol,elbow-wrist,insertion,l,centroid,z=1.119 |x|=0.198 y=+0.033,16
Pronator teres.or,elbow-wrist,insertion,r,centroid,z=1.119 |x|=0.198 y=+0.033,16
Short head of biceps brachii.ol,elbow-wrist,insertion,l,parent,Short head of biceps brachii.l,195
Supinator.el,elbow-wrist,insertion,l,parent,Supinator.l,90
Supinator.er,elbow-wrist,insertion,r,parent,Supinator.r,90
Supinator.ol,elbow-wrist,insertion,l,parent,Supinator.l,29
Supinator.or,elbow-wrist,insertion,r,parent,Supinator.r,29
Triceps brachii muscle.el,elbow-wrist,insertion,l,centroid,z=1.101 |x|=0.214 y=+0.054,54
Triceps brachii muscle.er,elbow-wrist,insertion,r,centroid,z=1.101 |x|=0.214 y=+0.054,54
Ulnar head of flexor carpi ulnaris.ol,elbow-wrist,insertion,l,parent,Ulnar head of flexor carpi ulnaris.l,230
Ulnar head of flexor carpi ulnaris.or,elbow-wrist,insertion,r,parent,Ulnar head of flexor carpi ulnaris.r,230
Abductor digiti minimi of hand.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,672
Abductor digiti minimi of hand.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,672
Abductor pollicis brevis.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,624
Abductor pollicis brevis.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,624
Abductor pollicis longus.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,2462
Abductor pollicis longus.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,2462
Anconeus muscle.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,1442
Anconeus muscle.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,1442
Antebrachial fascia.l,elbow-wrist,muscular,l,override,arm distal to the shoulder,4460
Antebrachial fascia.r,elbow-wrist,muscular,r,override,arm distal to the shoulder,4460
Bicipitoradial bursa.l,elbow-wrist,muscular,l,override,arm distal to the shoulder,352
Bicipitoradial bursa.r,elbow-wrist,muscular,r,override,arm distal to the shoulder,352
Brachial fascia.l,elbow-wrist,muscular,l,override,arm distal to the shoulder,3018
Brachial fascia.r,elbow-wrist,muscular,r,override,arm distal to the shoulder,3018
Brachialis muscle.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of arm,3478
Brachialis muscle.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of arm,3478
Brachioradialis muscle.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,7312
Brachioradialis muscle.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,7312
Common flexor tendon sheath.l,elbow-wrist,muscular,l,centroid,z=0.817 |x|=0.263 y=-0.044,864
Common flexor tendon sheath.r,elbow-wrist,muscular,r,centroid,z=0.817 |x|=0.263 y=-0.043,864
Cruciform part of fibrous sheath of digit of hand.l,elbow-wrist,muscular,l,centroid,z=0.751 |x|=0.273 y=-0.057,282
Cruciform part of fibrous sheath of digit of hand.r,elbow-wrist,muscular,r,centroid,z=0.751 |x|=0.273 y=-0.057,282
Deep head of flexor pollicis brevis.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,746
Deep head of flexor pollicis brevis.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,746
Deep head of pronator teres.l,elbow-wrist,muscular,l,hierarchy,Anterior compartment of forearm,1114
Deep head of pronator teres.r,elbow-wrist,muscular,r,hierarchy,Anterior compartment of forearm,1114
Dorsal fascia of hand.l,elbow-wrist,muscular,l,centroid,z=0.778 |x|=0.280 y=-0.051,1445
Dorsal fascia of hand.r,elbow-wrist,muscular,r,centroid,z=0.778 |x|=0.280 y=-0.051,1445
Dorsal interossei muscles of hand.l,elbow-wrist,muscular,l,hierarchy,Muscles of hand,1364
Dorsal interossei muscles of hand.r,elbow-wrist,muscular,r,hierarchy,Muscles of hand,1364
Extensor carpi radialis brevis.l,elbow-wrist,muscular,l,hierarchy,Posterior compartment of forearm,3142
Extensor carpi radialis brevis.r,elbow-wrist,muscular,r,hierarchy,Posterior compartment of forearm,3142
